Line,"Adult/
Larval",Main annotator,Lab,Quality,Sex difference,VNC only,Brain only,DOI to cite,First author(s) & year,Janelia Robot ID,Cell types,EM Body IDs,Alias,Genotype
SS52476,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3030106,WN_LN_mixed,,VT040560-x-VT032404,w[1118]; P{y[+t7.7] w[+mC]=VT040560-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT032404-GAL4.DBD}attP2
SS52815,Adult,Kaiyu Wang,Dickson,1,Y,Yes,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3029767,AN,,VT014013-x-VT063635,"w[1118]; P{y[+t7.7] w[+mC]=VT014013-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT063635-GAL4.DBD}attP2"
SS52839,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3029782,WN_AN,,VT017002-x-VT057224,w[1118]; P{y[+t7.7] w[+mC]=VT017002-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT057224-GAL4.DBD}attP2
SS52867,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3029703,WN_AN,,VT057286-x-VT040359,w[1118]; P{y[+t7.7] w[+mC]=VT057286-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT040359-GAL4.DBD}attP2
SS54706,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3030271,WN_LN_mixed,,VT019728-x-VT038817,w[1118]; P{y[+t7.7] w[+mC]=VT019728-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT038817-GAL4.DBD}attP2
SS54712,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3029970,WN_LN_mixed,,VT048828-x-VT043699,w[1118]; P{y[+t7.7] w[+mC]=VT048828-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT043699-GAL4.DBD}attP2
SS54847,Adult,Kaiyu Wang,Dickson,1,N,Yes,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3030105,WN_LN_mixed,,VT026179-x-VT032404,w[1118]; P{y[+t7.7] w[+mC]=VT026179-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT032404-GAL4.DBD}attP2
SS58626,Adult,Kaiyu Wang,Dickson,2,Y,Yes,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3032328,WN_LN_mixed,,VT037491-x-VT019739,w[1118]; P{y[+t7.7] w[+mC]=VT037491-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT019739-GAL4.DBD}attP2
SS59290,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3032408,WN_LN_mixed,,VT037491-x-VT057137,"w[1118]; P{y[+t7.7] w[+mC]=VT037491-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT057137-GAL4.DBD}attP2"
SS59830,Adult,Kaiyu Wang,Dickson,1,Y,Yes,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3032207,WN_LN_mixed,,VT059780-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT059780-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59832,Adult,Kaiyu Wang,Dickson,1,Y,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3032209,WN_LN_mixed,,VT042732-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT042732-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS59889,Adult,Kaiyu Wang,Dickson,2,Y,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3032266,WN_LN_mixed,,VT019896-x-BJD_dsx,"w[1118]; P{y[+t7.7] w[+mC]=VT019896-p65.AD}attP40; TI{GAL4(DBD)::Zip-}dsx[GAL4(DBD)::Zip-]/TM6B, Tb[1]"
SS64282,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3035278,WN_LN_mixed,,VT003155-x-VT028153,"w[1118]; P{y[+t7.7] w[+mC]=VT003155-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT028153-GAL4.DBD}attP2/TM6B, Tb[1]"
SS74735,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3040578,WN_LN_mixed,,VT043702-x-VT018838,w[1118]; P{y[+t7.7] w[+mC]=VT043702-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT018838-GAL4.DBD}attP2
SS74757,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3040582,WN_LN_mixed,,VT026999-x-GMR_21B02,w[1118]; P{y[+t7.7] w[+mC]=VT026999-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R21B02-GAL4.DBD}attP2
SS74760,Adult,Kaiyu Wang,Dickson,1,N,No,No,10.1016/j.cub.2024.01.015,Lillvis; 2023,3040580,WN_LN_mixed,,VT026999-x-VT008681,w[1118]; P{y[+t7.7] w[+mC]=VT026999-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT008681-GAL4.DBD}attP2
SS96091,Adult,DI,DI,2,N,No,No,10.1016/j.cub.2024.01.071,"Cheong, Boone, Bennett; 2024",3043189,DNp54,,VT056359-x-VT002021,"w[1118]; P{y[+t7.7] w[+mC]=VT056359-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT002021-GAL4.DBD}attP2/TM6B, Tb[1]"
SS00688,Adult,Aljoscha Nern,Rubin,1,N,No,Yes,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3007598,C3,,GMR_26H02-x-GMR_29G11,"w[1118]; P{y[+t7.7] w[+mC]=R26H02-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R29G11-GAL4.DBD}attP2/TM6B, Tb[1]"
SS00690,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3007600,L2,,GMR_82F12-x-GMR_75H08,w[1118]; P{y[+t7.7] w[+mC]=R82F12-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R75H08-GAL4.DBD}attP2
SS00692,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3007602,L5,,GMR_64B07-x-GMR_37E10,"w[1118]; P{y[+t7.7] w[+mC]=R64B07-p65.AD}attP40; P{y[+t7.7] w[+mC]=R37E10-GAL4.DBD}attP2/TM6B, Tb[1]"
SS00695,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3007605,L3,,GMR_59A05-x-GMR_75H07,"w[1118]; P{y[+t7.7] w[+mC]=R59A05-p65.AD}attP40; P{y[+t7.7] w[+mC]=R75H07-GAL4.DBD}attP2/TM6B, Tb[1]"
SS00696,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3007606,L3,,GMR_64B03-x-GMR_14B07,w[1118]; P{y[+t7.7] w[+mC]=R64B03-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R14B07-GAL4.DBD}attP2
SS00698,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3007608,Lawf2,,GMR_11D03-x-GMR_19C10,w[1118]; P{y[+t7.7] w[+mC]=R11D03-p65.AD}attP40; P{y[+t7.7] w[+mC]=R19C10-GAL4.DBD}attP2
SS00700,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3007610,T1,,GMR_31F10-x-GMR_65D07,w[1118]; P{y[+t7.7] w[+mC]=R31F10-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R65D07-GAL4.DBD}attP2
SS00771,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026899,Lawf2,,GMR_11D03-x-GMR_61H02,w[1118]; P{y[+t7.7] w[+mC]=R11D03-p65.AD}attP40; P{y[+t7.7] w[+mC]=R61H02-GAL4.DBD}attP2
SS00772,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026900,Lawf1,,GMR_11G01-x-GMR_17C11,w[1118]; P{y[+t7.7] w[+mC]=R11G01-p65.AD}attP40; P{y[+t7.7] w[+mC]=R17C11-GAL4.DBD}attP2
SS00778,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026902,C2,,GMR_20C11-x-GMR_25B02,w[1118]; P{y[+t7.7] w[+mC]=R20C11-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R25B02-GAL4.DBD}attP2
SS00779,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026903,"C2, C3",,GMR_20C11-x-GMR_48D11,w[1118]; P{y[+t7.7] w[+mC]=R20C11-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R48D11-GAL4.DBD}attP2
SS00782,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026904,L5,,GMR_21A05-x-GMR_31H09,w[1118]; P{y[+t7.7] w[+mC]=R21A05-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R31H09-GAL4.DBD}attP2
SS00783,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026905,C2,,GMR_25B02-x-GMR_48D11,w[1118]; P{y[+t7.7] w[+mC]=R25B02-p65.AD}attP40; P{y[+t7.7] w[+mC]=R48D11-GAL4.DBD}attP2
SS00789,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026906,L4,,GMR_31C06-x-GMR_34G07,"w[1118]; P{y[+t7.7] w[+mC]=R34G07-GAL4.DBD}attP2 P{y[+t7.7] w[+mC]=R31C06-p65.AD}su(Hw)attP2/TM3, Sb[1]"
SS00790,Adult,Aljoscha Nern,Rubin,1,N,No,Yes,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026907,T1,,GMR_31F10-x-GMR_30F10,w[1118]; P{y[+t7.7] w[+mC]=R31F10-p65.AD}attP40; P{y[+t7.7] w[+mC]=R30F10-GAL4.DBD}attP2
SS00792,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026908,C3,,GMR_35A03-x-GMR_29G11,w[1118]; P{y[+t7.7] w[+mC]=R35A03-p65.AD}attP40; P{y[+t7.7] w[+mC]=R29G11-GAL4.DBD}attP2
SS00797,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026909,"L1, L2",,GMR_48A08-x-GMR_29G11,w[1118]; P{y[+t7.7] w[+mC]=R48A08-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R29G11-GAL4.DBD}attP2
SS00800,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026910,Lawf1,,GMR_52H01-x-GMR_17C11,w[1118]; P{y[+t7.7] w[+mC]=R52H01-p65.AD}attP40; P{y[+t7.7] w[+mC]=R17C11-GAL4.DBD}attP2
SS00801,Adult,Aljoscha Nern,Rubin,1,N,No,Yes,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026911,"L1, L2",,GMR_53G02-x-GMR_29G11,w[1118]; P{y[+t7.7] w[+mC]=R53G02-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R29G11-GAL4.DBD}attP2
SS00806,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026912,L1,,GMR_75H09-x-GMR_29G11,w[1118]; P{y[+t7.7] w[+mC]=R75H09-p65.AD}attP40; P{y[+t7.7] w[+mC]=R29G11-GAL4.DBD}attP2
SS00807,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026913,Lai,,GMR_92A10-x-GMR_66A02,"w[1118]; P{y[+t7.7] w[+mC]=R92A10-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=R66A02-GAL4.DBD}attP2/TM6B, Tb[1]"
SS00808,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2013.05.024,"Tuthill, Nern; 2013",3026914,Lai,,GMR_92A10-x-GMR_17D06,w[1118]; P{y[+t7.7] w[+mC]=R92A10-p65.AD}attP40; P{y[+t7.7] w[+mC]=R17D06-GAL4.DBD}attP2
SS51118,Adult,Kaiyu Wang,Dickson,2,N,No,No,10.1016/j.neuron.2014.05.017,"Feng, Palfreyman; 2014",3015454,SAG,,VT050405-x-VT007068,w; VT050405-p65ADZp in attP40; VT007068-ZpGdbd in attP2/TM6B
SS00300,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2017.03.010,Strother; 2017,2502507,Tm3,,GMR_13E12-x-GMR_59C10,w; 13E12-p65ADZp in attP40; 59C10-ZpGdbd in attP2
SS00313,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2017.03.010,Strother; 2017,2502520,Tm3,,GMR_38C11-x-GMR_59C10,w; 38C11-p65ADZp in attP40/CyO; 59C10-ZpGdbd in attP2
SS00316,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2017.03.010,Strother; 2017,2502523,Mi4,,GMR_48A07-x-GMR_79H02,w; 48A07-p65ADZp in attP40/CyO; 79H02-ZpGdbd in attP2
SS00324,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2017.03.010,Strother; 2017,2502531,"T4, T5",,GMR_59E08-x-GMR_42F06,w; 59E08-p65ADZp in attP40; 42F06-ZpGdbd in attP2
SS00809,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1016/j.neuron.2017.03.010,Strother; 2017,3013454,Mi1,,GMR_19F01-x-GMR_71D01,w; 19F01-p65ADZp in attP40; 71D01-ZpGdbd in attP2
SS00955,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2017.03.010,Strother; 2017,3026915,Mi1,,GMR_55C05-x-GMR_71D01,w; 55C05-p65ADZp in attP40; 71D01-ZpGdbd in attP2
SS01019,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2017.03.010,Strother; 2017,3026916,Mi4,,GMR_48A07-x-GMR_13F11,w; 48A07-p65ADZp in attP40; 13F11-ZpGdbd in attP2
SS02430,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2017.03.010,Strother; 2017,3018381,Mi9,,VT044843-x-VT046779,w; VT044843-p65ADZp in attP40; VT046779-ZpGdbd in attP2
SS02432,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2017.03.010,Strother; 2017,3018383,Mi9,,GMR_48A07-x-VT046779,w; 48A07-p65ADZp in attP40/CyO::Tb-RFP; VT046779-ZpGdbd in attP2
SS00356,Adult,Aljoscha Nern,Rubin,2,N,No,No,10.1016/j.neuron.2017.05.036,von Reyn; 2017,3000745,LC4,,GMR_47H03-x-GMR_86D05,w[1118]; P{y[+t7.7] w[+mC]=R47H03-p65.AD}attP40; P{y[+t7.7] w[+mC]=R86D05-GAL4.DBD}attP2
SS02232,Adult,Tanya Wolff,Rubin,2,N,No,No,10.1016/j.neuron.2020.08.006,Turner-Evans; 2020,3018098,PEN_b(PEN2),,VT025720-x-VT043143,w; VT025720-p65ADZp in attP40; VT043143-ZpGdbd in attP2
SS62862,Adult,Tanya Wolff,Rubin,1,N,No,No,10.1016/j.neuron.2020.08.006,Turner-Evans; 2020,3034157,PEN_a(PEN1),,VT008135-x-GMR_37F06,w; VT008135-p65ADZp in attP40; 37F06-ZpGdbd in attP2
SS05037,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1016/j.neuron.2022.02.013,Klapoetke; 2022,3022096,LC21,,GMR_85F11-x-GMR_45F08,w[1118]; P{y[+t7.7] w[+mC]=R85F11-p65.AD}attP40; P{y[+t7.7] w[+mC]=R45F08-GAL4.DBD}attP2
SS17689,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1016/j.neuron.2022.02.013,Klapoetke; 2022,3022209,LC21,,GMR_50C03-x-GMR_41C05,"w[1118]; P{y[+t7.7] w[+mC]=R50C03-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R41C05-GAL4.DBD}attP2/TM6B, Tb[1]"
OL0047B,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1038/nature24626,Klapoetke; 2017,2135419,LPLC2,,GMR_19G02_XA_21-x-GMR_12E04_XD_01,w[1118]; P{y[+t7.7] w[+mC]=R19G02-p65.AD}attP40; P{y[+t7.7] w[+mC]=R12E04-GAL4.DBD}attP2
SS00810,Adult,Aljoscha Nern,Rubin,1,N,No,No,10.1038/nature24626,Klapoetke; 2017,3013455,"T4, T5",,GMR_28D05-x-GMR_55H05,w; 28D05-p65ADZp in attP40; 55H05-ZpGdbd in attP2
SS03752,Adult,Aljoscha Nern,Rubin,3,N,No,No,10.1038/nature24626,Klapoetke; 2017,3020275,LPi43,,GMR_38G02-x-GMR_24A07,w; 38G02-p65ADZp in attP40/CyO::Tb-RFP; 24A07-ZpGdbd in attP2/TM6B
SS27416,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3028370,"LBL49, LBL52",,GMR_73B05-x-GMR_42H01,w[1118]; P{y[+t7.7] w[+mC]=R73B05-p65.AD}attP40; P{y[+t7.7] w[+mC]=R42H01-GAL4.DBD}attP2
SS32496,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3028973,LUL89,,GMR_72E10-x-VT049904,w[1118]; P{y[+t7.7] w[+mC]=R72E10-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT049904-GAL4.DBD}attP2
SS33343,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1038/s41467-020-19936-x,Feng; 2020,3028487,"LUL92, LUL93, LUL97, LUL100",,VT043924-x-VT044964,"w[1118]; P{y[+t7.7] w[+mC]=VT043924-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT044964-GAL4.DBD}attP2"
SS33510,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3028996,LBL9,,VT033629-x-VT021799,w[1118]; P{y[+t7.7] w[+mC]=VT033629-p65.AD}attP40/CyO; P{y[+t7.7] w[+mC]=VT021799-GAL4.DBD}attP2
SS33542,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3028382,"LBL19, LUL89, LUL92, LUL97, LUL100, LUL105",,VT044964-x-VT023795,w[1118]; P{y[+t7.7] w[+mC]=VT044964-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT023795-GAL4.DBD}attP2
SS35560,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3029036,"LBL53, LBL54",,GMR_77B09-x-GMR_72C08,w[1118]; P{y[+t7.7] w[+mC]=R77B09-p65.AD}attP40; P{y[+t7.7] w[+mC]=R72C08-GAL4.DBD}attP2
SS36194,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3029364,"LUL55, LUL145",,GMR_92A10-x-VT019902,w; 92A10-p65ADZp in attP40; VT019902-ZpGdbd in attP2
SS39036,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3032053,LBA73,,VT063303-x-VT063741,w[1118]; P{y[+t7.7] w[+mC]=VT063303-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT063741-GAL4.DBD}attP2
SS43697,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3030989,LBL57,,GMR_78A01-x-VT009084,w[1118]; P{y[+t7.7] w[+mC]=R78A01-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT009084-GAL4.DBD}attP2
SS44225,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3028488,LBI70,,VT064563-x-VT000254,w[1118]; P{y[+t7.7] w[+mC]=VT064563-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT000254-GAL4.DBD}attP2
SS44254,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3029468,"LUL50, LUL55, LUL145",,VT065322-x-VT019902,w; VT065322-p65ADZp in attP40; VT019902-ZpGdbd in attP2/TM6B
SS44255,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1038/s41467-020-19936-x,Feng; 2020,3029492,"LUL50, LUL145",,VT065322-x-GMR_92A10,w[1118]; P{y[+t7.7] w[+mC]=VT065322-p65.AD}attP40; P{y[+t7.7] w[+mC]=R92A10-GAL4.DBD}attP2
SS46225,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1038/s41467-020-19936-x,Feng; 2020,3029443,LBI64,,VT005404-x-VT000254,w[1118]; P{y[+t7.7] w[+mC]=VT005404-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT000254-GAL4.DBD}attP2
SS46229,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3029427,"LBL37, LUL108, LUL152",,VT033616-x-VT008473,w[1118]; P{y[+t7.7] w[+mC]=VT033616-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT008473-GAL4.DBD}attP2
SS46233,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3029327,"LBA29, LUI22, LUI1",,VT029814-x-VT028464,w[1118]; P{y[+t7.7] w[+mC]=VT029814-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT028464-GAL4.DBD}attP2
SS46243,Adult,Ryo Minegishi,Dickson,3,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3028670,LBL40,,VT006480-x-GMR_24A02,"w[1118]; P{y[+t7.7] w[+mC]=VT006480-p65.AD}attP40; P{y[+t7.7] w[+mC]=R24A02-GAL4.DBD}attP2/TM6B, Tb[1]"
SS46253,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3032929,LBL40,,GMR_24A02-x-VT006480,w[1118]; P{y[+t7.7] w[+mC]=R24A02-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT006480-GAL4.DBD}attP2
SS46258,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3029172,"LUL124, LUL152",,GMR_31H09-x-VT020829,w[1118]; P{y[+t7.7] w[+mC]=R31H09-p65.AD}JK22C; P{y[+t7.7] w[+mC]=VT020829-GAL4.DBD}attP2
SS46300,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3028636,LBI64,,VT043146-x-VT000254,"w[1118]; P{y[+t7.7] w[+mC]=VT043146-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT000254-GAL4.DBD}attP2"
SS46669,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3029354,LUI15,,VT026777-x-VT049125,w; VT026777-p65ADZp in attP40; VT049125-ZpGdbd in attP2
SS46730,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1038/s41467-020-19936-x,Feng; 2020,3029087,"LUI12, LUL24",,VT037566-x-VT008808,w; VT037566-p65ADZp in attP40; VT008808-ZpGdbd in attP2
SS47847,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1038/s41467-020-19936-x,Feng; 2020,3031743,LUL89,,VT058873-x-VT058566,w[1118]; P{y[+t7.7] w[+mC]=VT058873-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT058566-GAL4.DBD}attP2
SS47863,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3029100,LUL89,,GMR_15D08-x-GMR_72E10,w[1118]; P{y[+t7.7] w[+mC]=R15D08-p65.AD}attP40; P{y[+t7.7] w[+mC]=R72E10-GAL4.DBD}attP2
SS47921,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1038/s41467-020-19936-x,Feng; 2020,3031857,LBL40,,VT021418-x-GMR_24A02,"w[1118]; P{y[+t7.7] w[+mC]=VT021418-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=R24A02-GAL4.DBD}attP2"
SS47938,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1038/s41467-020-19936-x,Feng; 2020,3031808,LBL40,,GMR_24A02-x-VT021418,w[1118]; P{y[+t7.7] w[+mC]=R24A02-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT021418-GAL4.DBD}attP2
SS48376,Adult,Ryo Minegishi,Dickson,1,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3031821,LUL24,,VT008808-x-VT048646,w[1118]; P{y[+t7.7] w[+mC]=VT008808-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT048646-GAL4.DBD}attP2
SS48718,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1038/s41467-020-19936-x,Feng; 2020,3031834,LBI70,,GMR_75B10-x-GMR_94E11,"w[1118]; P{y[+t7.7] w[+mC]=R75B10-p65.AD}attP40; P{y[+t7.7] w[+mC]=R94E11-GAL4.DBD}attP2/TM6B, Tb[1]"
SS50974,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1038/s41467-020-19936-x,Feng; 2020,3030474,LUL130,,VT062245-x-VT050105,"w[1118]; P{y[+t7.7] w[+mC]=VT062245-p65.AD}attP40/CyO, P{w[+mC]=2xTb[1]-RFP}CyO; P{y[+t7.7] w[+mC]=VT050105-GAL4.DBD}attP2"
SS50975,Adult,Ryo Minegishi,Dickson,1,N,Yes,No,10.1038/s41467-020-19936-x,Feng; 2020,3030470,LUL130,,VT062245-x-VT021374,w[1118]; P{y[+t7.7] w[+mC]=VT062245-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT021374-GAL4.DBD}attP2
SS50995,Adult,Ryo Minegishi,Dickson,2,N,No,No,10.1038/s41467-020-19936-x,Feng; 2020,3030468,LBL9,,GMR_24A02-x-VT000360,w[1118]; P{y[+t7.7] w[+mC]=R24A02-p65.AD}attP40; P{y[+t7.7] w[+mC]=VT000360-GAL4.DBD}attP2
