# packages in environment at /ext3/miniforge3/envs/BiaPy_env:
#
# Name                                  Version          Build                               Channel
_openmp_mutex                           4.5              7_kmp_llvm                          conda-forge
[15:02:44.330723] Epoch: [21]  [ 30/458]  eta: 0:03:58  loss: 0.1796 (0.2178)  IoU (F channel): 0.1445 (0.1683)  IoU (C channel): 0.1562 (0.1666)  L1 (Db channel): 0.2321 (0.2228)  L1 (Dn channel): 0.1892 (0.1887)  lr: 0.000457  iter-time: 0.4430
[15:02:48.744033] Epoch: [21]  [ 40/458]  eta: 0:03:41  loss: 0.1851 (0.2204)  IoU (F channel): 0.1623 (0.1737)  IoU (C channel): 0.1548 (0.1620)  L1 (Db channel): 0.2230 (0.2216)  L1 (Dn channel): 0.1894 (0.1890)  lr: 0.000456  iter-time: 0.4411
[15:02:53.181263] Epoch: [21]  [ 50/458]  eta: 0:03:29  loss: 0.2462 (0.2293)  IoU (F channel): 0.0890 (0.1602)  IoU (C channel): 0.1256 (0.1514)  L1 (Db channel): 0.2145 (0.2198)  L1 (Dn channel): 0.1929 (0.1905)  lr: 0.000454  iter-time: 0.4424
[15:02:57.600758] Epoch: [21]  [ 60/458]  eta: 0:03:19  loss: 0.1884 (0.2263)  IoU (F channel): 0.0615 (0.1471)  IoU (C channel): 0.0708 (0.1415)  L1 (Db channel): 0.2148 (0.2189)  L1 (Dn channel): 0.1979 (0.1922)  lr: 0.000453  iter-time: 0.4427
[15:03:02.014470] Epoch: [21]  [ 70/458]  eta: 0:03:11  loss: 0.1788 (0.2270)  IoU (F channel): 0.0308 (0.1390)  IoU (C channel): 0.0923 (0.1409)  L1 (Db channel): 0.2235 (0.2218)  L1 (Dn channel): 0.1992 (0.1939)  lr: 0.000451  iter-time: 0.4415
[15:03:06.436461] Epoch: [21]  [ 80/458]  eta: 0:03:03  loss: 0.2104 (0.2449)  IoU (F channel): 0.0172 (0.1245)  IoU (C channel): 0.0784 (0.1323)  L1 (Db channel): 0.2371 (0.2238)  L1 (Dn channel): 0.2023 (0.1949)  lr: 0.000449  iter-time: 0.4416
[15:03:10.837544] Epoch: [21]  [ 90/458]  eta: 0:02:57  loss: 0.1671 (0.2366)  IoU (F channel): 0.0120 (0.1235)  IoU (C channel): 0.0765 (0.1312)  L1 (Db channel): 0.2344 (0.2250)  L1 (Dn channel): 0.2015 (0.1956)  lr: 0.000448  iter-time: 0.4410
[15:03:15.234362] Epoch: [21]  [100/458]  eta: 0:02:50  loss: 0.1671 (0.2353)  IoU (F channel): 0.0861 (0.1249)  IoU (C channel): 0.0949 (0.1333)  L1 (Db channel): 0.2306 (0.2250)  L1 (Dn channel): 0.1964 (0.1956)  lr: 0.000446  iter-time: 0.4398
[15:03:19.652327] Epoch: [21]  [110/458]  eta: 0:02:44  loss: 0.2093 (0.2350)  IoU (F channel): 0.1305 (0.1362)  IoU (C channel): 0.1947 (0.1421)  L1 (Db channel): 0.2086 (0.2230)  L1 (Dn channel): 0.1959 (0.1961)  lr: 0.000444  iter-time: 0.4406
[15:03:24.050987] Epoch: [21]  [120/458]  eta: 0:02:39  loss: 0.1828 (0.2328)  IoU (F channel): 0.0900 (0.1277)  IoU (C channel): 0.1641 (0.1417)  L1 (Db channel): 0.2058 (0.2214)  L1 (Dn channel): 0.1911 (0.1952)  lr: 0.000443  iter-time: 0.4408
[15:03:28.500650] Epoch: [21]  [130/458]  eta: 0:02:33  loss: 0.1828 (0.2318)  IoU (F channel): 0.0184 (0.1266)  IoU (C channel): 0.1413 (0.1460)  L1 (Db channel): 0.1835 (0.2176)  L1 (Dn channel): 0.1842 (0.1943)  lr: 0.000441  iter-time: 0.4423
[15:03:32.902245] Epoch: [21]  [140/458]  eta: 0:02:28  loss: 0.2019 (0.2332)  IoU (F channel): 0.0911 (0.1289)  IoU (C channel): 0.1423 (0.1461)  L1 (Db channel): 0.1662 (0.2140)  L1 (Dn channel): 0.1856 (0.1942)  lr: 0.000440  iter-time: 0.4425
[15:03:37.332185] Epoch: [21]  [150/458]  eta: 0:02:23  loss: 0.1918 (0.2349)  IoU (F channel): 0.0831 (0.1269)  IoU (C channel): 0.1281 (0.1446)  L1 (Db channel): 0.1708 (0.2121)  L1 (Dn channel): 0.1893 (0.1939)  lr: 0.000438  iter-time: 0.4414
[15:03:41.779379] Epoch: [21]  [160/458]  eta: 0:02:18  loss: 0.1553 (0.2305)  IoU (F channel): 0.0831 (0.1312)  IoU (C channel): 0.1545 (0.1532)  L1 (Db channel): 0.1948 (0.2118)  L1 (Dn channel): 0.1926 (0.1939)  lr: 0.000436  iter-time: 0.4437
[15:03:46.178496] Epoch: [21]  [170/458]  eta: 0:02:13  loss: 0.1902 (0.2331)  IoU (F channel): 0.0724 (0.1278)  IoU (C channel): 0.1383 (0.1522)  L1 (Db channel): 0.1927 (0.2095)  L1 (Dn channel): 0.1987 (0.1949)  lr: 0.000435  iter-time: 0.4422
[15:03:50.606465] Epoch: [21]  [180/458]  eta: 0:02:08  loss: 0.2591 (0.2355)  IoU (F channel): 0.0511 (0.1234)  IoU (C channel): 0.0798 (0.1480)  L1 (Db channel): 0.1680 (0.2071)  L1 (Dn channel): 0.2113 (0.1962)  lr: 0.000433  iter-time: 0.4413
[15:03:55.024150] Epoch: [21]  [190/458]  eta: 0:02:03  loss: 0.2562 (0.2360)  IoU (F channel): 0.0178 (0.1198)  IoU (C channel): 0.0713 (0.1454)  L1 (Db channel): 0.1732 (0.2060)  L1 (Dn channel): 0.2190 (0.1975)  lr: 0.000431  iter-time: 0.4422
[15:03:59.439577] Epoch: [21]  [200/458]  eta: 0:01:58  loss: 0.1978 (0.2346)  IoU (F channel): 0.0254 (0.1185)  IoU (C channel): 0.1326 (0.1481)  L1 (Db channel): 0.1843 (0.2050)  L1 (Dn channel): 0.2174 (0.1982)  lr: 0.000430  iter-time: 0.4415
[15:04:03.861727] Epoch: [21]  [210/458]  eta: 0:01:53  loss: 0.2433 (0.2373)  IoU (F channel): 0.0284 (0.1158)  IoU (C channel): 0.1624 (0.1480)  L1 (Db channel): 0.1790 (0.2037)  L1 (Dn channel): 0.2032 (0.1983)  lr: 0.000428  iter-time: 0.4417
[15:04:08.278109] Epoch: [21]  [220/458]  eta: 0:01:48  loss: 0.1927 (0.2356)  IoU (F channel): 0.0246 (0.1137)  IoU (C channel): 0.1336 (0.1488)  L1 (Db channel): 0.1709 (0.2017)  L1 (Dn channel): 0.1938 (0.1980)  lr: 0.000427  iter-time: 0.4418
[15:04:12.675925] Epoch: [21]  [230/458]  eta: 0:01:44  loss: 0.1927 (0.2377)  IoU (F channel): 0.0261 (0.1139)  IoU (C channel): 0.1405 (0.1497)  L1 (Db channel): 0.1569 (0.1996)  L1 (Dn channel): 0.1938 (0.1980)  lr: 0.000425  iter-time: 0.4406
[15:04:17.131983] Epoch: [21]  [240/458]  eta: 0:01:39  loss: 0.2090 (0.2400)  IoU (F channel): 0.0370 (0.1130)  IoU (C channel): 0.1405 (0.1492)  L1 (Db channel): 0.1482 (0.1976)  L1 (Dn channel): 0.1950 (0.1978)  lr: 0.000423  iter-time: 0.4426
[15:04:21.535310] Epoch: [21]  [250/458]  eta: 0:01:34  loss: 0.2453 (0.2404)  IoU (F channel): 0.0115 (0.1088)  IoU (C channel): 0.0353 (0.1441)  L1 (Db channel): 0.1616 (0.1966)  L1 (Dn channel): 0.1951 (0.1979)  lr: 0.000422  iter-time: 0.4429
[15:04:25.958896] Epoch: [21]  [260/458]  eta: 0:01:30  loss: 0.2522 (0.2409)  IoU (F channel): 0.0032 (0.1058)  IoU (C channel): 0.0280 (0.1413)  L1 (Db channel): 0.1797 (0.1962)  L1 (Dn channel): 0.1994 (0.1980)  lr: 0.000420  iter-time: 0.4413
[15:04:30.359284] Epoch: [21]  [270/458]  eta: 0:01:25  loss: 0.2440 (0.2414)  IoU (F channel): 0.0049 (0.1024)  IoU (C channel): 0.0547 (0.1384)  L1 (Db channel): 0.1885 (0.1960)  L1 (Dn channel): 0.2055 (0.1984)  lr: 0.000419  iter-time: 0.4411
[15:04:34.763939] Epoch: [21]  [280/458]  eta: 0:01:20  loss: 0.2489 (0.2444)  IoU (F channel): 0.0049 (0.0994)  IoU (C channel): 0.0171 (0.1343)  L1 (Db channel): 0.1655 (0.1946)  L1 (Dn channel): 0.2042 (0.1986)  lr: 0.000417  iter-time: 0.4401
[15:04:39.181336] Epoch: [21]  [290/458]  eta: 0:01:16  loss: 0.2885 (0.2464)  IoU (F channel): 0.0041 (0.0963)  IoU (C channel): 0.0036 (0.1298)  L1 (Db channel): 0.1558 (0.1932)  L1 (Dn channel): 0.2028 (0.1988)  lr: 0.000415  iter-time: 0.4410
[15:04:43.584819] Epoch: [21]  [300/458]  eta: 0:01:11  loss: 0.2417 (0.2467)  IoU (F channel): 0.0091 (0.0944)  IoU (C channel): 0.0072 (0.1279)  L1 (Db channel): 0.1571 (0.1921)  L1 (Dn channel): 0.2028 (0.1989)  lr: 0.000414  iter-time: 0.4410
[15:04:47.992432] Epoch: [21]  [310/458]  eta: 0:01:07  loss: 0.2208 (0.2464)  IoU (F channel): 0.0169 (0.0920)  IoU (C channel): 0.0516 (0.1260)  L1 (Db channel): 0.1627 (0.1914)  L1 (Dn channel): 0.1986 (0.1988)  lr: 0.000412  iter-time: 0.4404
[15:04:52.422129] Epoch: [21]  [320/458]  eta: 0:01:02  loss: 0.1790 (0.2453)  IoU (F channel): 0.0183 (0.0917)  IoU (C channel): 0.0600 (0.1248)  L1 (Db channel): 0.1690 (0.1908)  L1 (Dn channel): 0.1959 (0.1987)  lr: 0.000410  iter-time: 0.4417
[15:04:56.822336] Epoch: [21]  [330/458]  eta: 0:00:57  loss: 0.1866 (0.2450)  IoU (F channel): 0.0570 (0.0930)  IoU (C channel): 0.0753 (0.1242)  L1 (Db channel): 0.1709 (0.1902)  L1 (Dn channel): 0.1911 (0.1984)  lr: 0.000409  iter-time: 0.4414
[15:05:01.270898] Epoch: [21]  [340/458]  eta: 0:00:53  loss: 0.1942 (0.2441)  IoU (F channel): 0.0831 (0.0933)  IoU (C channel): 0.0753 (0.1247)  L1 (Db channel): 0.1715 (0.1898)  L1 (Dn channel): 0.1859 (0.1980)  lr: 0.000407  iter-time: 0.4418
[15:05:05.678215] Epoch: [21]  [350/458]  eta: 0:00:48  loss: 0.1679 (0.2421)  IoU (F channel): 0.0848 (0.0949)  IoU (C channel): 0.1543 (0.1251)  L1 (Db channel): 0.1833 (0.1900)  L1 (Dn channel): 0.1869 (0.1978)  lr: 0.000406  iter-time: 0.4421
[15:05:10.095736] Epoch: [21]  [360/458]  eta: 0:00:44  loss: 0.1638 (0.2416)  IoU (F channel): 0.0848 (0.0949)  IoU (C channel): 0.1254 (0.1251)  L1 (Db channel): 0.2009 (0.1906)  L1 (Dn channel): 0.1882 (0.1976)  lr: 0.000404  iter-time: 0.4411
[15:05:14.536756] Epoch: [21]  [370/458]  eta: 0:00:39  loss: 0.2084 (0.2425)  IoU (F channel): 0.0908 (0.0961)  IoU (C channel): 0.1103 (0.1256)  L1 (Db channel): 0.2130 (0.1914)  L1 (Dn channel): 0.1892 (0.1974)  lr: 0.000402  iter-time: 0.4428
[15:05:18.938470] Epoch: [21]  [380/458]  eta: 0:00:35  loss: 0.1949 (0.2410)  IoU (F channel): 0.0887 (0.0962)  IoU (C channel): 0.1489 (0.1266)  L1 (Db channel): 0.2185 (0.1922)  L1 (Dn channel): 0.1908 (0.1972)  lr: 0.000401  iter-time: 0.4420
[15:05:23.380033] Epoch: [21]  [390/458]  eta: 0:00:30  loss: 0.1759 (0.2412)  IoU (F channel): 0.0694 (0.0957)  IoU (C channel): 0.1405 (0.1268)  L1 (Db channel): 0.2185 (0.1928)  L1 (Dn channel): 0.1891 (0.1971)  lr: 0.000399  iter-time: 0.4420
[15:05:27.833159] Epoch: [21]  [400/458]  eta: 0:00:26  loss: 0.1943 (0.2398)  IoU (F channel): 0.0623 (0.0957)  IoU (C channel): 0.1190 (0.1261)  L1 (Db channel): 0.2192 (0.1933)  L1 (Dn channel): 0.1912 (0.1970)  lr: 0.000398  iter-time: 0.4446
[15:05:32.234093] Epoch: [21]  [410/458]  eta: 0:00:21  loss: 0.1943 (0.2391)  IoU (F channel): 0.0406 (0.0948)  IoU (C channel): 0.0447 (0.1244)  L1 (Db channel): 0.2184 (0.1937)  L1 (Dn channel): 0.1928 (0.1968)  lr: 0.000396  iter-time: 0.4426
[15:05:36.660781] Epoch: [21]  [420/458]  eta: 0:00:17  loss: 0.2204 (0.2394)  IoU (F channel): 0.0426 (0.0952)  IoU (C channel): 0.0358 (0.1238)  L1 (Db channel): 0.2009 (0.1937)  L1 (Dn channel): 0.1896 (0.1967)  lr: 0.000394  iter-time: 0.4413
[15:05:41.072146] Epoch: [21]  [430/458]  eta: 0:00:12  loss: 0.2217 (0.2385)  IoU (F channel): 0.0426 (0.0947)  IoU (C channel): 0.0755 (0.1237)  L1 (Db channel): 0.1891 (0.1934)  L1 (Dn channel): 0.1896 (0.1966)  lr: 0.000393  iter-time: 0.4418
[15:05:45.510165] Epoch: [21]  [440/458]  eta: 0:00:08  loss: 0.1616 (0.2373)  IoU (F channel): 0.0250 (0.0937)  IoU (C channel): 0.0755 (0.1233)  L1 (Db channel): 0.1863 (0.1933)  L1 (Dn channel): 0.1881 (0.1964)  lr: 0.000391  iter-time: 0.4424
[15:05:49.936283] Epoch: [21]  [450/458]  eta: 0:00:03  loss: 0.1700 (0.2371)  IoU (F channel): 0.0448 (0.0949)  IoU (C channel): 0.1150 (0.1241)  L1 (Db channel): 0.1863 (0.1931)  L1 (Dn channel): 0.1871 (0.1962)  lr: 0.000390  iter-time: 0.4431
[15:05:52.773945] Epoch: [21]  [457/458]  eta: 0:00:00  loss: 0.1865 (0.2371)  IoU (F channel): 0.0626 (0.0953)  IoU (C channel): 0.1069 (0.1238)  L1 (Db channel): 0.1842 (0.1930)  L1 (Dn channel): 0.1890 (0.1961)  lr: 0.000389  iter-time: 0.4292
[15:05:53.125267] Epoch: [21] Total time: 0:03:26 (0.4500 s / it)
[15:05:53.125460] [Train] averaged stats: loss: 0.1865 (0.2371)  IoU (F channel): 0.0626 (0.0953)  IoU (C channel): 0.1069 (0.1238)  L1 (Db channel): 0.1842 (0.1930)  L1 (Dn channel): 0.1890 (0.1961)  lr: 0.000389
[15:05:55.157693] Epoch: [21]  [ 0/52]  eta: 0:01:45  loss: 0.0003 (0.0003)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.1837 (0.1837)  L1 (Dn channel): 0.2466 (0.2466)  iter-time: 2.0305
[15:05:57.036333] Epoch: [21]  [10/52]  eta: 0:00:14  loss: 0.1243 (0.1376)  IoU (F channel): 0.0000 (0.0000)  IoU (C channel): 0.0000 (0.0000)  L1 (Db channel): 0.2127 (0.2207)  L1 (Dn channel): 0.2146 (0.2057)  iter-time: 0.3553
[15:05:58.593627] Epoch: [21]  [20/52]  eta: 0:00:08  loss: 0.2712 (0.2313)  IoU (F channel): 0.0000 (0.0005)  IoU (C channel): 0.0000 (0.0002)  L1 (Db channel): 0.2939 (0.2644)  L1 (Dn channel): 0.1386 (0.1667)  iter-time: 0.1717
[15:06:00.148465] Epoch: [21]  [30/52]  eta: 0:00:04  loss: 0.2712 (0.1926)  IoU (F channel): 0.0000 (0.0064)  IoU (C channel): 0.0000 (0.0016)  L1 (Db channel): 0.2795 (0.2430)  L1 (Dn channel): 0.1445 (0.1848)  iter-time: 0.1556
[15:06:01.706266] Epoch: [21]  [40/52]  eta: 0:00:02  loss: 0.1920 (0.2402)  IoU (F channel): 0.0000 (0.0092)  IoU (C channel): 0.0261 (0.0213)  L1 (Db channel): 0.2490 (0.2519)  L1 (Dn channel): 0.1768 (0.1789)  iter-time: 0.1556
[15:06:03.256835] Epoch: [21]  [50/52]  eta: 0:00:00  loss: 0.3380 (0.2492)  IoU (F channel): 0.0003 (0.0078)  IoU (C channel): 0.0281 (0.0198)  L1 (Db channel): 0.2721 (0.2444)  L1 (Dn channel): 0.1583 (0.1819)  iter-time: 0.1554
[15:06:03.347850] Epoch: [21]  [51/52]  eta: 0:00:00  loss: 0.2884 (0.2444)  IoU (F channel): 0.0003 (0.0076)  IoU (C channel): 0.0261 (0.0194)  L1 (Db channel): 0.2721 (0.2426)  L1 (Dn channel): 0.1583 (0.1832)  iter-time: 0.1522
[15:06:03.669632] Epoch: [21] Total time: 0:00:10 (0.2027 s / it)
[15:06:03.669661] [Val] averaged stats: loss: 0.2884 (0.2444)  IoU (F channel): 0.0003 (0.0076)  IoU (C channel): 0.0261 (0.0194)  L1 (Db channel): 0.2721 (0.2426)  L1 (Dn channel): 0.1583 (0.1832)
[15:06:03.670103] [Val] best loss: 0.2273 best  IoU (F channel): 0.0055 IoU (C channel): 0.0000 L1 (Db channel): 0.3215 L1 (Dn channel): 0.2248 
EarlyStopping counter: 2 out of 10
[15:06:03.680480] [Time] 3.6m 1.3h/1.9h

[15:06:03.680495] ~~~ Epoch 22/30 ~~~

[15:06:08.298917] Epoch: [22]  [  0/458]  eta: 0:35:14  loss: 0.4001 (0.4001)  IoU (F channel): 0.0212 (0.0212)  IoU (C channel): 0.1713 (0.1713)  L1 (Db channel): 0.1915 (0.1915)  L1 (Dn channel): 0.1908 (0.1908)  lr: 0.000388  iter-time: 4.6174
[15:06:12.721819] Epoch: [22]  [ 10/458]  eta: 0:06:08  loss: 0.2815 (0.2702)  IoU (F channel): 0.0212 (0.0622)  IoU (C channel): 0.1211 (0.1368)  L1 (Db channel): 0.1897 (0.1900)  L1 (Dn channel): 0.1947 (0.1942)  lr: 0.000387  iter-time: 0.8218
[15:06:17.139760] Epoch: [22]  [ 20/458]  eta: 0:04:40  loss: 0.1939 (0.2194)  IoU (F channel): 0.0210 (0.0615)  IoU (C channel): 0.0836 (0.1190)  L1 (Db channel): 0.1864 (0.1877)  L1 (Dn channel): 0.1964 (0.1975)  lr: 0.000385  iter-time: 0.4419
[15:06:21.544667] Epoch: [22]  [ 30/458]  eta: 0:04:06  loss: 0.2100 (0.2438)  IoU (F channel): 0.0275 (0.0641)  IoU (C channel): 0.0776 (0.1171)  L1 (Db channel): 0.1864 (0.1877)  L1 (Dn channel): 0.1995 (0.1981)  lr: 0.000384  iter-time: 0.4410
[15:06:25.974763] Epoch: [22]  [ 40/458]  eta: 0:03:47  loss: 0.2317 (0.2529)  IoU (F channel): 0.0416 (0.0830)  IoU (C channel): 0.0651 (0.1251)  L1 (Db channel): 0.1893 (0.1892)  L1 (Dn channel): 0.2002 (0.1998)  lr: 0.000382  iter-time: 0.4416
[15:06:30.373177] Epoch: [22]  [ 50/458]  eta: 0:03:33  loss: 0.1988 (0.2423)  IoU (F channel): 0.0407 (0.0756)  IoU (C channel): 0.0582 (0.1111)  L1 (Db channel): 0.2016 (0.1924)  L1 (Dn channel): 0.2024 (0.2004)  lr: 0.000380  iter-time: 0.4413
[15:06:34.792809] Epoch: [22]  [ 60/458]  eta: 0:03:22  loss: 0.1854 (0.2330)  IoU (F channel): 0.0622 (0.0911)  IoU (C channel): 0.0582 (0.1187)  L1 (Db channel): 0.2035 (0.1939)  L1 (Dn channel): 0.2014 (0.2006)  lr: 0.000379  iter-time: 0.4408
[15:06:39.214115] Epoch: [22]  [ 70/458]  eta: 0:03:14  loss: 0.2218 (0.2353)  IoU (F channel): 0.0923 (0.0936)  IoU (C channel): 0.1350 (0.1248)  L1 (Db channel): 0.2030 (0.1949)  L1 (Dn channel): 0.1982 (0.2001)  lr: 0.000377  iter-time: 0.4419
[15:06:43.649879] Epoch: [22]  [ 80/458]  eta: 0:03:06  loss: 0.2465 (0.2395)  IoU (F channel): 0.0737 (0.0931)  IoU (C channel): 0.1134 (0.1250)  L1 (Db channel): 0.2026 (0.1961)  L1 (Dn channel): 0.1957 (0.1998)  lr: 0.000376  iter-time: 0.4427
[15:06:48.070641] Epoch: [22]  [ 90/458]  eta: 0:02:59  loss: 0.1952 (0.2337)  IoU (F channel): 0.0191 (0.0862)  IoU (C channel): 0.1134 (0.1248)  L1 (Db channel): 0.1968 (0.1957)  L1 (Dn channel): 0.1954 (0.1994)  lr: 0.000374  iter-time: 0.4427
[15:06:52.468179] Epoch: [22]  [100/458]  eta: 0:02:52  loss: 0.1618 (0.2318)  IoU (F channel): 0.0157 (0.0844)  IoU (C channel): 0.0832 (0.1208)  L1 (Db channel): 0.1910 (0.1957)  L1 (Dn channel): 0.1974 (0.1994)  lr: 0.000373  iter-time: 0.4408
[15:06:56.868116] Epoch: [22]  [110/458]  eta: 0:02:46  loss: 0.1823 (0.2322)  IoU (F channel): 0.0150 (0.0865)  IoU (C channel): 0.0654 (0.1253)  L1 (Db channel): 0.1935 (0.1954)  L1 (Dn channel): 0.1991 (0.1994)  lr: 0.000371  iter-time: 0.4397
[15:07:01.284951] Epoch: [22]  [120/458]  eta: 0:02:40  loss: 0.2180 (0.2347)  IoU (F channel): 0.0222 (0.0845)  IoU (C channel): 0.1229 (0.1286)  L1 (Db channel): 0.1816 (0.1938)  L1 (Dn channel): 0.1977 (0.1992)  lr: 0.000369  iter-time: 0.4407
[15:07:05.713564] Epoch: [22]  [130/458]  eta: 0:02:35  loss: 0.2127 (0.2342)  IoU (F channel): 0.0229 (0.0820)  IoU (C channel): 0.1288 (0.1298)  L1 (Db channel): 0.1887 (0.1945)  L1 (Dn channel): 0.1977 (0.1992)  lr: 0.000368  iter-time: 0.4422
[15:07:10.165723] Epoch: [22]  [140/458]  eta: 0:02:29  loss: 0.2163 (0.2351)  IoU (F channel): 0.0438 (0.0806)  IoU (C channel): 0.1342 (0.1326)  L1 (Db channel): 0.2039 (0.1953)  L1 (Dn channel): 0.1999 (0.1993)  lr: 0.000366  iter-time: 0.4439
[15:07:14.594852] Epoch: [22]  [150/458]  eta: 0:02:24  loss: 0.2381 (0.2391)  IoU (F channel): 0.1075 (0.0881)  IoU (C channel): 0.1896 (0.1383)  L1 (Db channel): 0.2071 (0.1964)  L1 (Dn channel): 0.2015 (0.1998)  lr: 0.000365  iter-time: 0.4439
[15:07:19.000087] Epoch: [22]  [160/458]  eta: 0:02:19  loss: 0.2364 (0.2402)  IoU (F channel): 0.1120 (0.0846)  IoU (C channel): 0.1896 (0.1404)  L1 (Db channel): 0.2073 (0.1971)  L1 (Dn channel): 0.2049 (0.2001)  lr: 0.000363  iter-time: 0.4416
[15:07:23.456918] Epoch: [22]  [170/458]  eta: 0:02:14  loss: 0.2070 (0.2405)  IoU (F channel): 0.0060 (0.0819)  IoU (C channel): 0.1409 (0.1403)  L1 (Db channel): 0.1983 (0.1971)  L1 (Dn channel): 0.2006 (0.2000)  lr: 0.000362  iter-time: 0.4430
[15:07:27.859613] Epoch: [22]  [180/458]  eta: 0:02:09  loss: 0.2076 (0.2404)  IoU (F channel): 0.0392 (0.0823)  IoU (C channel): 0.1469 (0.1441)  L1 (Db channel): 0.1930 (0.1967)  L1 (Dn channel): 0.1931 (0.1994)  lr: 0.000360  iter-time: 0.4428
[15:07:32.319923] Epoch: [22]  [190/458]  eta: 0:02:04  loss: 0.2079 (0.2429)  IoU (F channel): 0.0762 (0.0831)  IoU (C channel): 0.1616 (0.1444)  L1 (Db channel): 0.1914 (0.1963)  L1 (Dn channel): 0.1865 (0.1987)  lr: 0.000358  iter-time: 0.4430
[15:07:36.757680] Epoch: [22]  [200/458]  eta: 0:01:59  loss: 0.2110 (0.2430)  IoU (F channel): 0.0847 (0.0836)  IoU (C channel): 0.1512 (0.1471)  L1 (Db channel): 0.1883 (0.1960)  L1 (Dn channel): 0.1830 (0.1978)  lr: 0.000357  iter-time: 0.4448
[15:07:41.183788] Epoch: [22]  [210/458]  eta: 0:01:54  loss: 0.2108 (0.2430)  IoU (F channel): 0.0702 (0.0875)  IoU (C channel): 0.1969 (0.1506)  L1 (Db channel): 0.1899 (0.1959)  L1 (Dn channel): 0.1810 (0.1971)  lr: 0.000355  iter-time: 0.4431
[15:07:45.630140] Epoch: [22]  [220/458]  eta: 0:01:49  loss: 0.2421 (0.2439)  IoU (F channel): 0.0825 (0.0886)  IoU (C channel): 0.1873 (0.1524)  L1 (Db channel): 0.1988 (0.1965)  L1 (Dn channel): 0.1817 (0.1964)  lr: 0.000354  iter-time: 0.4435
[15:07:50.061545] Epoch: [22]  [230/458]  eta: 0:01:44  loss: 0.2421 (0.2431)  IoU (F channel): 0.1115 (0.0937)  IoU (C channel): 0.1877 (0.1545)  L1 (Db channel): 0.2071 (0.1967)  L1 (Dn channel): 0.1840 (0.1960)  lr: 0.000352  iter-time: 0.4438
[15:07:54.468319] Epoch: [22]  [240/458]  eta: 0:01:40  loss: 0.1691 (0.2407)  IoU (F channel): 0.0699 (0.0918)  IoU (C channel): 0.1413 (0.1516)  L1 (Db channel): 0.1895 (0.1963)  L1 (Dn channel): 0.1820 (0.1954)  lr: 0.000351  iter-time: 0.4418
[15:07:58.871310] Epoch: [22]  [250/458]  eta: 0:01:35  loss: 0.1559 (0.2386)  IoU (F channel): 0.0271 (0.0923)  IoU (C channel): 0.1139 (0.1524)  L1 (Db channel): 0.1847 (0.1958)  L1 (Dn channel): 0.1795 (0.1947)  lr: 0.000349  iter-time: 0.4404
[15:08:03.275982] Epoch: [22]  [260/458]  eta: 0:01:30  loss: 0.1559 (0.2389)  IoU (F channel): 0.0436 (0.0929)  IoU (C channel): 0.1874 (0.1559)  L1 (Db channel): 0.1860 (0.1956)  L1 (Dn channel): 0.1763 (0.1939)  lr: 0.000347  iter-time: 0.4403
[15:08:07.697340] Epoch: [22]  [270/458]  eta: 0:01:26  loss: 0.2118 (0.2397)  IoU (F channel): 0.1179 (0.0967)  IoU (C channel): 0.2484 (0.1589)  L1 (Db channel): 0.1860 (0.1951)  L1 (Dn channel): 0.1717 (0.1931)  lr: 0.000346  iter-time: 0.4412
[15:08:12.108357] Epoch: [22]  [280/458]  eta: 0:01:21  loss: 0.2118 (0.2388)  IoU (F channel): 0.1143 (0.0969)  IoU (C channel): 0.2182 (0.1623)  L1 (Db channel): 0.1827 (0.1948)  L1 (Dn channel): 0.1743 (0.1925)  lr: 0.000344  iter-time: 0.4415
[15:08:16.563440] Epoch: [22]  [290/458]  eta: 0:01:16  loss: 0.1891 (0.2379)  IoU (F channel): 0.0452 (0.0979)  IoU (C channel): 0.1854 (0.1652)  L1 (Db channel): 0.1816 (0.1943)  L1 (Dn channel): 0.1768 (0.1920)  lr: 0.000343  iter-time: 0.4432
[15:08:21.005897] Epoch: [22]  [300/458]  eta: 0:01:12  loss: 0.1914 (0.2368)  IoU (F channel): 0.0522 (0.0982)  IoU (C channel): 0.1640 (0.1650)  L1 (Db channel): 0.1870 (0.1942)  L1 (Dn channel): 0.1769 (0.1915)  lr: 0.000341  iter-time: 0.4447
[15:08:25.436022] Epoch: [22]  [310/458]  eta: 0:01:07  loss: 0.1846 (0.2362)  IoU (F channel): 0.0524 (0.0977)  IoU (C channel): 0.1634 (0.1649)  L1 (Db channel): 0.1971 (0.1944)  L1 (Dn channel): 0.1786 (0.1912)  lr: 0.000340  iter-time: 0.4435
[15:08:29.874374] Epoch: [22]  [320/458]  eta: 0:01:02  loss: 0.1707 (0.2356)  IoU (F channel): 0.0803 (0.0986)  IoU (C channel): 0.2033 (0.1679)  L1 (Db channel): 0.1987 (0.1947)  L1 (Dn channel): 0.1861 (0.1912)  lr: 0.000338  iter-time: 0.4433
[15:08:34.278218] Epoch: [22]  [330/458]  eta: 0:00:58  loss: 0.1701 (0.2344)  IoU (F channel): 0.0481 (0.0976)  IoU (C channel): 0.1716 (0.1665)  L1 (Db channel): 0.2091 (0.1952)  L1 (Dn channel): 0.1866 (0.1910)  lr: 0.000337  iter-time: 0.4420
